url
https://www.washingtonpost.com/news/powerpost/wp/2016/12/11/key-gop-senators-join-call-for-bipartisan-russia-election-probe-even-as-their-leaders-remain-mum/?hpid=hp_hp-top-table-main_gopreact-630pm%3Ahomepage%2Fstory
http://www.dailymail.co.uk/news/article-4022926/How-king-daytime-TV-Phillip-Scholfield-met-match-offered-interview-lifetime-Duke-Edinburgh.html
http://economia.elpais.com/economia/2016/12/11/actualidad/1481474977_936784.html
